average_gas_to_oil_ratio,basin_ag_flaring_co2_emissions,basin_ag_venting_co2_emissions,facility_id,facility_name,flaring_ch4_emissions,flaring_n2o_emissions,industry_segment,natural_gas_vented_or_flared,number_of_wells_flaring,number_of_wells_venting,reporting_year,sub_basin_identifier,table_desc,table_num,venting_ch4_emissions,volume_of_gas_sent_to_sales,volume_of_oil_produced,wells_two_year_delay
2811.9751039000,,0.0005115000,1009056,Vital Energy Production,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2021,"430 - STERLING, TX (431) - Oil",Associated Gas Venting and Flaring,Table M.1,0.0270849000,133000.0000030000,48.0089599000,No
1478.0000000000,316150.4000000000,,1009253,"WPX Energy Williston, LLC - 395 Williston basin",736.1000000000,0.4000000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,128.0000000000,,2019,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,,11996146857.2000000000,13593447.5000000000,No
390.0000000000,77.6151937000,0E-10,1010291,"Miller Energy Company II, LLC",0.2144103000,0.0001175000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2017,"305 - GLADWIN, MI (51) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,2439.0000000000,No
522.5000000000,,0.1214577000,1010291,"Miller Energy Company II, LLC",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,2.0000000000,2015,"305 - SAGINAW, MI (145) - Oil",Associated Gas Venting and Flaring,Table M.1,4.5209669000,0E-10,751.0000000000,No
877.6000000000,239.2787000000,0E-10,1009238,220 Gulf Coast Basin DEC,0.0479000000,0.0001000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,13.0000000000,,2017,"220 - KARNES, TX (255) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,1033190.0000000000,2573.7000000000,No
4077.4814022000,6827.9703135000,,1013354,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",28.0971155000,0.0120452000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,101.0000000000,,2023,"220 - LA SALLE, TX (283) - Oil",Associated Gas Venting and Flaring,Table M.1,,6074348907.5201230000,1513650.3195451000,No
0E-10,0E-10,,1011659,Endeavor Energy Resources LP 430 Permian Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,0E-10,,2021,"430 - GARZA, TX (169) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,0E-10,No
12.0000000000,0E-10,7.1789000000,1012945,"Basin 220 - S2 Energy Operating, LLC",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,23.0000000000,2017,"220 - LAFOURCHE, LA (57) - Oil",Associated Gas Venting and Flaring,Table M.1,85.7025000000,1891956.0000000000,157663.0000000000,No
2397.0000000000,6779.0797826000,,1013023,"Sundance Energy, Inc. - South Texas Basin",25.1208261000,0.0114000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,15.0000000000,,2019,"220 - DIMMIT, TX (127) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,38513.9347826000,No
16691.6300000000,3960.2000000000,0E-10,1009391,Apache Corporation - Permian Basin 430,16.4900000000,0.0070000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2018,"430 - IRION, TX (235) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,57749.0000000000,No
4811.5935198000,,7.1395738000,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,3.0000000000,2022,"430 - WARD, TX (475) - Oil",Associated Gas Venting and Flaring,Table M.1,249.1999441000,231883.7000000000,3706.7000000000,No
448.5714286000,0E-10,0.6299913000,1010291,"Miller Energy Company II, LLC",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,7.0000000000,2017,"305 - MONTCALM, MI (117) - Oil",Associated Gas Venting and Flaring,Table M.1,22.4976344000,0E-10,4170.0000000000,No
3914.7000000000,749218.3000000000,,1008290,430 Permian Basin DEC,2812.8000000000,1.3000000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,75.0000000000,,2015,"430 - LEA, NM (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,2711656.9000000000,No
1490.0000000000,29225.1803454000,,1014233,Franklin Mountain Energy/430 Permian Basin,153.9877597000,0.0560731000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,119.0000000000,,2023,"430 - LEA, NM (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,31552678.6193229000,289930.0000000000,No
2676.9728492000,13.7877015000,0E-10,1010190,"Williston Basin (Petro-Hunt, LLC)",0.0376655000,0.0000201000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2018,"395 - BILLINGS, ND (7) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,305247260.0000000000,238787.8800000000,No
1489.9831000000,47.4000000000,0E-10,1009390,XTO Energy Inc 430 Permian,0.1700000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,0E-10,2023,"430 - PECOS, TX (371) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,20176840.2000000000,13962.5100000000,No
715.0000000000,949.3196500000,,1009281,395 Williston Basin QEP Energy Company,2.6019400000,0.0014000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,22.0000000000,,2019,"395 - MC LEAN, ND (55) - Oil",Associated Gas Venting and Flaring,Table M.1,,165870114.5700000000,248399.5250000000,No
2531.7705085000,1450.3731943000,,1009106,Slawson Exploration - Williston Basin 395,4.1670311000,0.0021857000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,28.0000000000,,2017,"395 - RICHLAND, MT (83) - Oil",Associated Gas Venting and Flaring,Table M.1,,428881000.0000000000,176390.0000000000,No
19720.6052300000,,30.3367904000,1009056,Vital Energy Production,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,35.0000000000,2020,"430 - REAGAN, TX (383) - Oil",Associated Gas Venting and Flaring,Table M.1,2024.9478713000,1510832905.2877939000,148677.3285708000,No
4357.8543740000,176263.1317000000,,1008490,Hess Corporation - 395 - Williston Basin,444.2743826000,0.2534907173,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,499.0000000000,,2022,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,,45967675000.0000000000,11016112.4900000000,No
3599.2500000000,2206.9710457000,,1008363,Riviera Resources 305 Michigan Basin Production Segment,3.1041218000,0.0025277000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2015,"305 - OAKLAND, MI (125) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,6460.0000000000,No
1095.0000000000,14547.2993798000,,1008471,CRI 395 Williston,28.9594185000,0.0245029000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,16.0000000000,,2015,"395 - FALLON, MT (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,92558708.9901800000,274294.8111980000,No
6133.2094689000,246278.3960548000,,1008471,CRI 395 Williston,336.3291097000,0.3883587000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,150.0000000000,,2020,"395 - BOWMAN, ND (11) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,2224431.1298333000,No
6038.7000000000,0E-10,0.1488000000,1009691,430 Permian Basin QEP Energy Company,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2018,"430 - MARTIN, TX (317) - Oil",Associated Gas Venting and Flaring,Table M.1,6.9286600000,10127287.0000000000,1761.9380000000,No
8446.9192433000,155.7934599000,,1007777,EP Energy E&P 430 Permian Basin,0.4036826000,0.0002375000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2022,"430 - UPTON, TX (461) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,383.3733369000,No
1144.8394012000,752.1215213000,,1009039,WPX Energy Permian LLC,2.8153888000,0.0012099000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2021,"430 - WINKLER, TX (495) - Shale gas",Associated Gas Venting and Flaring,Table M.1,,88264700.0000000000,67558.0700000000,No
1.7159065000,1130.6457108000,,1010222,GULF COAST BASIN,6.6751276000,0.0023663000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,10.0000000000,,2023,"220 - ST CHARLES, LA (89) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,11166.3836034000,No
3066.6841403000,920.4437358000,,1007479,ConocoPhillips Permian (430),12.8222741000,0.0016117000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,106.0000000000,,2023,"430 - ECTOR, TX (135) - Oil",Associated Gas Venting and Flaring,Table M.1,,1319245780.0000000000,434547.4330000000,No
876.5000000000,1012.4660600000,,1010325,Oasis Petroleum,8.7932700000,0.0014000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,22.0000000000,,2019,"395 - MC LEAN, ND (55) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,15336.9640000000,No
4670.2573240000,32.1987423000,0E-10,1009391,Apache Corporation - Permian Basin 430,0.1171994000,0.0000553000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,371.0000000000,,2016,"430 - ECTOR, TX (135) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,95.9261932000,No
0E-10,,0E-10,1008639,Citation Oil & Gas Corp. 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2023,"430 - LEA, NM (25) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
69673.1845125000,,2.5339706000,1008472,CRI 360 Anadarko,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,15.0000000000,2015,"360 - MAJOR, OK (93) - Shale gas",Associated Gas Venting and Flaring,Table M.1,256.9750764000,3715587.7688172000,9981.1271964000,No
64211.4000000000,5224.7265521000,,1011181,Hess Corporation - 160A - Utica Basin,10.0266695000,0.0063727000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,9.0000000000,,2015,"160A - BELMONT, OH (13) - Shale gas",Associated Gas Venting and Flaring,Table M.1,,12973648000.0000000000,202866.0000000000,No
1855.7000000000,10801.9424100000,,1009197,Whiting Oil and Gas Corporation 395 Williston Basin,91.1506600000,0.0151500000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,163.0000000000,,2018,"395 - STARK, ND (89) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,71655.6080000000,No
986.9334905000,17.0915556000,0E-10,1009607,"Williston Basin/SOGC, Inc.",0.0387567000,0.0000236000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2016,"395 - SHERIDAN, MT (91) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,6679700.0000000000,6961.6000000000,No
6104.4990000000,11.7210000000,,1008299,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",0.0445500000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2015,"305 - CRAWFORD, MI (39) - Oil",Associated Gas Venting and Flaring,Table M.1,,3.6600000000,0.5278000000,No
3620.2563000000,13691.8000000000,,1009390,XTO Energy Inc 430 Permian,63.1100000000,0.0250000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,17.0000000000,,2020,"430 - REAGAN, TX (383) - Oil",Associated Gas Venting and Flaring,Table M.1,,3715370449.7000000000,1083930.0800000000,No
1157.8500000000,11835.8600000000,0E-10,1009762,Luff Exploration Company - 395 - Williston Basin,19.9219800000,0.0154500000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,26.0000000000,,2017,"395 - BOWMAN, ND (11) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,85326430.0000000000,183962.0000000000,No
30.0000000000,26.5000000000,0E-10,1010002,Murex Petroleum Corporation - Williston Basin 395,0.1000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,0E-10,2015,"395 - HARDING, SD (63) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,10828.8000000000,No
5834.9000000000,5135.3532090000,,1009391,Apache Corporation - Permian Basin 430,21.5057036000,0.0090000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,82.0000000000,,2015,"430 - WINKLER, TX (495) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,37905.4000000000,No
1713.8600000000,338.3000000000,,1008331,Ovintiv USA Inc - Permian Basin,1.1000000000,0.0010000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,11.0000000000,,2020,"430 - ANDREWS, TX (3) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,2441.9700000000,No
7705.7569198000,53533.4941335000,,1009707,COG Operating LLC  430 Permian Basin,225.1886464000,0.0951701000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2679.0000000000,,2019,"430 - EDDY, NM (15) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,102435.2973914000,No
29567.1225540000,5046.0624461000,,1008806,SandRidge 360 Anadarko Basin,25.3664269000,0.0097356000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2015,"360 - HODGEMAN, KS (83) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,2666.1548911000,No
19159.4503803000,,0.1058797000,1008569,Citation Oil & Gas Corp. 350 South Oklahoma Folded Belt Province,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,2.0000000000,2020,"350 - GARVIN, OK (49) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,2.6355652000,8165370.0000000000,428.6600000000,No
2659.4243730000,222.6788728000,0E-10,1010222,GULF COAST BASIN,1.2800000000,0.0004609000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2018,"220 - IBERVILLE, LA (47) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,1530.7236190000,No
889.4600000000,174.6000000000,,1008407,Ovintiv USA Inc. 575.Uinta,0.7000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2022,"575 - DUCHESNE, UT (13) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,2764.5400000000,No
0E-10,,0E-10,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2020,"430 - MITCHELL, TX (335) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
3219.9966449000,64684.7178864000,,1009707,COG Operating LLC  430 Permian Basin,260.8827440000,0.1198866000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,958.0000000000,,2019,"430 - LEA, NM (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,293189.5509081000,No
240.5978950000,243.6270785000,,1009106,Slawson Exploration - Williston Basin 395,0.5585249000,0.0003475000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2020,"395 - DUNN, ND (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,4204000.0000000000,29169.0000000000,No
3317.2850000000,127031.6876000000,,1008275,XTO Energy Inc 395 Williston,388.0752000000,1.0371000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,205.0000000000,,2018,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,5761739239.9000000000,2220379.4300000000,No
2820.5283048000,12184.8640296000,,1009354,HighPoint Operating Corporation - Denver Basin (540),40.0531643000,0.0217337000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,400.0000000000,,2018,"540 - WELD, CO (123) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,54513.8981370000,No
1139.2309122000,2196.6483870000,,1008113,MurphyE&P-220,10.5607971000,0.0038776000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2021,"220 - ATASCOSA, TX (13) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,26007.0000000000,No
3495.3733453000,3339.2613220000,,1008190,West Bay,12.1484819000,0.0060308000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,6.0000000000,,2020,"305 - CALHOUN, MI (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,31438000.0000000000,26940.0000000000,No
640.0000000000,6.6702175000,,1010291,"Miller Energy Company II, LLC",0.0491971000,0.0000270000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2022,"305 - OSCEOLA, MI (133) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,341.0400000000,No
1399.3000000000,52.2517000000,0E-10,1009278,515 Powder River Basin DEC,0.3185000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2017,"515 - JOHNSON, WY (19) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,3811670.0000000000,3022.6000000000,No
647.0755129000,743.3563847000,0E-10,1011689,"Goodrich Petroleum Company, Basin 210 (Mid-Gulf Coast Basin)",1.7526520000,0.0010171000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2018,"210 - AMITE, MS (5) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,12727.7262640000,No
1087.7720000000,3053.5077200000,,1009192,Whiting Oil and Gas Corporation 430 Permian Basin,17.8203700000,0.0057100000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,24.0000000000,,2019,"430 - YOAKUM, TX (501) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,42567.8230000000,No
362.4764790000,,7.6185942000,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,36.0000000000,2019,"430 - DAWSON, TX (115) - Oil",Associated Gas Venting and Flaring,Table M.1,27.8168411000,0E-10,65367.0000000000,No
177.2897697000,25.9950008000,,1008113,MurphyE&P-220,0.0894558000,0.0000467000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2023,"220 - DIMMIT, TX (127) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,1867.0000000000,No
0E-10,,0E-10,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2020,"430 - PECOS, TX (371) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
4155.8763768000,,21.0228640000,1010222,GULF COAST BASIN,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,2.0000000000,2019,"220 - ST MARTIN, LA (99) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,432.4005334000,0E-10,6073.1256117000,No
3420.2642105000,14177.6851975000,,1007479,ConocoPhillips Permian (430),57.0615126000,0.0258031000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,488.0000000000,,2022,"430 - MIDLAND, TX (329) - Oil",Associated Gas Venting and Flaring,Table M.1,,41515046658.0000000000,12197359.3530000000,No
41375.2230300000,46.3272610000,0E-10,1010222,GULF COAST BASIN,0.2574365000,0.0000946000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2016,"220 - VERMILION, LA (113) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,18.5060030000,No
48.0000000000,,98.4450000000,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,153.0000000000,2021,"430 - REAGAN, TX (383) - Oil",Associated Gas Venting and Flaring,Table M.1,358.8920000000,138794064.9739671000,2885044.1564004000,No
17087.8481385000,,0.1927819000,1008472,CRI 360 Anadarko,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,4.0000000000,2020,"360 - GRADY, OK (51) - Shale gas",Associated Gas Venting and Flaring,Table M.1,6.7734992000,6382580.3019099000,478.4108164000,No
3224.1000000000,1869.3206500000,,1009391,Apache Corporation - Permian Basin 430,6.4231167000,0.0030000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,141.0000000000,,2015,"430 - CRANE, TX (103) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,18964.4000000000,No
1000.0000000000,9433.1594957000,,1013241,Chisholm Energy 430 Permian Basin,65.7639228000,0.0353156000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,40.0000000000,,2019,"430 - LEA, NM (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,285956.5300000000,No
486.3000000000,1683.9700000000,,1008293,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),6.8000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2018,"220 - GONZALES, TX (177) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,27410.9500000000,No
1157.8044150000,16.2616126000,,1013682,Clear Creek Resource Partners,0.0550636000,0.0000253000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2020,"540 - LARAMIE, WY (21) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,,835000.0000000000,894.0900000000,No
94799.0579655000,,0.9692030000,1012706,Hilcorp Energy Company - Green River Basin (535),,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2022,"535 - SWEETWATER, WY (37) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,7.8935018000,0E-10,5.2295878000,No
1544.1370000000,993.9457400000,0E-10,1009281,395 Williston Basin QEP Energy Company,2.6646800000,0.0014700000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,5.0000000000,,2017,"395 - MOUNTRAIL, ND (61) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,203738508.8600000000,139729.1839000000,No
2910.0000000000,75496.5462500000,,1010325,Oasis Petroleum,615.2842500000,0.1055100000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,276.0000000000,,2020,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,563085.9690000000,No
1902.6012148000,13720.0736633000,,1014358,FEO North Park (545) Basin Operations,141.6604223000,0.0249355000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,34.0000000000,,2023,"545 - JACKSON, CO (57) - Oil",Associated Gas Venting and Flaring,Table M.1,,989365437.8619823000,623390.5290580000,No
1700.0000000000,1477.3694381000,,1007482,ConocoPhillips' Williston (395),3.7900027000,0.0021512000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2019,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,,210340354.0000000000,136301.9620000000,No
1783.9631588000,1673.9300586000,0E-10,1008806,SandRidge 360 Anadarko Basin,8.3517423000,0.0033014000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,10.0000000000,,2017,"360 - MAJOR, OK (93) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,4202564.8713100000,18577.1554001000,No
268.3458072000,89.5203977000,,1009106,Slawson Exploration - Williston Basin 395,0.2052291000,0.0001277000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2019,"395 - DUNN, ND (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,10547000.0000000000,43157.0000000000,No
2367.0212549000,,1.6024667000,1008471,CRI 395 Williston,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,12.0000000000,2016,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,41.9287857000,5135000.0000000000,2926.6944428000,No
2213.2219850000,73.7646736000,0E-10,1009391,Apache Corporation - Permian Basin 430,0.2060451000,0.0001086000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,140.0000000000,,2016,"430 - ANDREWS, TX (3) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,492.1669159000,No
761.9000000000,14941.4783800000,0E-10,1009185,"Fundare Resources Operating Company, LLC",67.0632600000,0.0243200000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,286.0000000000,,2017,"540 - WELD, CO (123) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,3793819357.2000000000,259119.7890000000,No
362.9578296000,76.9956300000,,1008544,Cimarex Energy Co. 430 Permian,0.3389000000,0.0000200000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2019,"430 - HOCKLEY, TX (219) - Oil",Associated Gas Venting and Flaring,Table M.1,,11393068.5000000000,34420.6337000000,No
556.0000000000,,0.0465005000,1008241,Unit Petroleum 783 Anadarko Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2022,"360 - ROGER MILLS, OK (129) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,1.2730176000,0E-10,159.0000000000,No
15396.4552200000,209.4765057000,0E-10,1010222,GULF COAST BASIN,1.2165487000,0.0004378000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2016,"220 - IBERIA, LA (45) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,230.2478038000,No
8224.7000000000,163078.2000000000,,1008538,"Chesapeake Operating LLC, 515 - Powder River Basin",590.9700000000,0.2700000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,306.0000000000,,2019,"515 - CONVERSE, WY (9) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,693173.8000000000,No
1081.2112055000,26979.2108124000,,1008471,CRI 395 Williston,34.3385158000,0.0412759000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,59.0000000000,,2015,"395 - HARDING, SD (63) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,431757.7831428000,No
2609.1284000000,12913.1684000000,,1009390,XTO Energy Inc 430 Permian,49.3191000000,0.1793000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,400.0000000000,,2017,"430 - ECTOR, TX (135) - Oil",Associated Gas Venting and Flaring,Table M.1,,1252153802.1000000000,551037.3000000000,No
5986.4195071000,1281.3460527000,,1010837,Matador Production Company - Gulf Coast,4.1405768000,0.0018642000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2023,"220 - LA SALLE, TX (283) - Oil",Associated Gas Venting and Flaring,Table M.1,,14723060.0000000000,2459.4100000000,No
0E-10,,0E-10,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2019,"430 - MOTLEY, TX (345) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
0E-10,,0E-10,1008639,Citation Oil & Gas Corp. 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2020,"430 - MIDLAND, TX (329) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
2.0531248000,5503.8337696000,0E-10,1010190,"Williston Basin (Petro-Hunt, LLC)",25.0528368000,0.0077599000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,54.0000000000,,2016,"395 - BURKE, ND (13) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,1495814759.0784980000,1029120.1426038000,No
500.0000000000,0E-10,0.1729930000,1010291,"Miller Energy Company II, LLC",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,3.0000000000,2017,"305 - GENESEE, MI (49) - Oil",Associated Gas Venting and Flaring,Table M.1,6.1777571000,0E-10,1122.0000000000,No
711.1000000000,0.5009100000,,1009197,Whiting Oil and Gas Corporation 395 Williston Basin,0.0010400000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2015,"395 - MC LEAN, ND (55) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,7.0000000000,No
