average_gas_to_oil_ratio,basin_ag_flaring_co2_emissions,basin_ag_venting_co2_emissions,facility_id,facility_name,flaring_ch4_emissions,flaring_n2o_emissions,industry_segment,natural_gas_vented_or_flared,number_of_wells_flaring,number_of_wells_venting,reporting_year,sub_basin_identifier,table_desc,table_num,venting_ch4_emissions,volume_of_gas_sent_to_sales,volume_of_oil_produced,wells_two_year_delay
2395.1403920000,133780.6582000000,,1008490,Hess Corporation - 395 - Williston Basin,337.1965467000,0.1843874275,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,693.0000000000,,2022,"395 - MOUNTRAIL, ND (61) - Oil",Associated Gas Venting and Flaring,Table M.1,,36630448000.0000000000,16033853.0200000000,No
9624.3093923000,,7.8417437000,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,3.0000000000,2019,"430 - ROOSEVELT, NM (41) - Oil",Associated Gas Venting and Flaring,Table M.1,28.6315996000,0E-10,2534.0000000000,No
32541.1650336000,4467.9738142000,,1012780,Permian Basin Oil and Gas Production Facilities,16.1373169000,0.0073002000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,64.0000000000,,2019,"430 - CROCKETT, TX (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,2553.1852414000,No
7782.1470000000,3636.6416060000,0E-10,1009707,COG Operating LLC  430 Permian Basin,12.6933361000,0.0066287000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,99.0000000000,,2016,"430 - GLASSCOCK, TX (173) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,6304.0000000000,No
2792.0000000000,6503.7100000000,0E-10,1013023,"Sundance Energy, Inc. - South Texas Basin",24.1000000000,0.0109000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,8.0000000000,,2017,"220 - ATASCOSA, TX (13) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,31723.0000000000,No
859.7000000000,1357.3137500000,0E-10,1009281,395 Williston Basin QEP Energy Company,3.4667200000,0.0019700000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,22.0000000000,,2016,"395 - MC LEAN, ND (55) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,261050748.0200000000,322370.9710600000,No
705.5613370000,1469.5470822000,,1011923,White Rock Oil & Gas LLC - 395 Williston,2.3431586000,0.0013248000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2018,"395 - GOLDEN VALLEY, ND (33) - Oil",Associated Gas Venting and Flaring,Table M.1,,2107.6200000000,18190.4100000000,No
1386.8421053000,2550.9796202000,,1007482,ConocoPhillips' Williston (395),6.5442126000,0.0037146000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,38.0000000000,,2019,"395 - RICHLAND, MT (83) - Oil",Associated Gas Venting and Flaring,Table M.1,,215907108.0000000000,215279.1680000000,No
30333.1204544000,0E-10,,1008472,CRI 360 Anadarko,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2016,"360 - GRADY, OK (51) - Shale gas",Associated Gas Venting and Flaring,Table M.1,,304549.3826612000,10.0401600000,No
0E-10,0E-10,,1006886,"Clayton Williams Energy, Inc. - 430 Permian Basin",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2015,"430 - EDDY, NM (15) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,,0E-10,0E-10,No
2362.3176481000,7122.4226584000,,1007479,ConocoPhillips Permian (430),118.7829779000,0.0129027000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,164.0000000000,,2023,"430 - REEVES, TX (389) - Oil",Associated Gas Venting and Flaring,Table M.1,,2762770220.0000000000,1215868.5680000000,No
1932.1804784000,73325.3929680000,,1007482,ConocoPhillips' Williston (395),206.0742920000,0.1069744000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,264.0000000000,,2016,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,,19915519439.0000000000,10755573.4590000000,No
20971.1000000000,0.5000000000,0E-10,1008290,430 Permian Basin DEC,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2016,"430 - LEA, NM (25) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0.3000000000,No
6291.4000000000,5468.0024000000,,1008700,COTERRA ENERGY - 430 - PERMIAN BASIN,18.4046000000,0.0077840000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,41.0000000000,,2023,"430 - REEVES, TX (389) - Other Tight Reservoir Rock",Associated Gas Venting and Flaring,Table M.1,,7176171492.4000000000,1150880.8000000000,No
1609.2333000000,16454.6170000000,,1008275,XTO Energy Inc 395 Williston,73.8132000000,0.1784000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,167.0000000000,,2017,"395 - RICHLAND, MT (83) - Oil",Associated Gas Venting and Flaring,Table M.1,,1239978737.9000000000,923699.8500000000,No
4189.4000000000,4537.9000000000,0E-10,1008290,430 Permian Basin DEC,17.2000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,391.0000000000,,2016,"430 - CRANE, TX (103) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,15406.6000000000,No
1070.6109663000,1075.0764000000,,1009261,Ovintiv USA Inc. 395.Williston Basin,3.1634100000,0.0016700000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2016,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,20701.6000000000,No
7784.8251638000,0E-10,,1008639,Citation Oil & Gas Corp. 430 Permian Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,21.0000000000,,2022,"430 - COKE, TX (81) - Oil",Associated Gas Venting and Flaring,Table M.1,,519146480.0000000000,66686.9800000000,No
3209.9847730000,42542.7327070000,,1008290,430 Permian Basin DEC,88.5030379000,0.0553395000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,311.0000000000,,2023,"430 - LEA, NM (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,57666924000.0000000000,18104452.5500000000,No
7935.0000000000,13847.1000000000,,1009039,WPX Energy Permian LLC,60.6000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,19.0000000000,,2019,"430 - REEVES, TX (389) - Shale gas",Associated Gas Venting and Flaring,Table M.1,,8776036140.0000000000,1326249.1000000000,No
2542.0000000000,23755.5846637000,,1013023,"Sundance Energy, Inc. - South Texas Basin",88.0297803000,0.0399502000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,89.0000000000,,2020,"220 - LIVE OAK, TX (297) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,127240.8654709000,No
15990.5000000000,,4.7195313000,1012724,"LOGOS OPERATING, LLC",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,2.0000000000,2022,"580 - SAN JUAN, NM (45) - Oil",Associated Gas Venting and Flaring,Table M.1,154.8366761000,0E-10,1135.5000000000,No
10721.6530000000,0E-10,1.3266285000,1009056,Vital Energy Production,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2016,"430 - REAGAN, TX (383) - Oil",Associated Gas Venting and Flaring,Table M.1,81.0559714000,4940000.0000000000,1002.0000000000,No
16851.2100000000,0E-10,75.4000000000,1010701,"Amplify Operating Oklahoma, LLC.",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,5.0000000000,2017,"360 - WOODS, OK (151) - Oil",Associated Gas Venting and Flaring,Table M.1,396.0000000000,498000000.0000000000,34996.2200000000,No
111.5000000000,3293.8712000000,0E-10,1008219,"EOG Resources, Inc.220 Gulf Coast basin",11.9023000000,0.0053000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,9.0000000000,,2016,"220 - GONZALES, TX (177) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,385210.9000000000,No
1421.9780000000,491481.7540031000,,1014470,Highpeak Energy Holdings LLC,573.2359264000,0.8387633000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,470.0000000000,,2023,"430 - HOWARD, TX (227) - Oil",Associated Gas Venting and Flaring,Table M.1,,19116845000.0000000000,16522806.0000000000,No
18533.0000000000,0.1000000000,0E-10,1009335,Presidio Petroleum 360 Anadarko Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2016,"360 - LIPSCOMB, TX (295) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,0E-10,0.9000000000,0.1000000000,No
259.2032000000,,7.0000000000,1008616,XTO Energy Inc 350 South Oklahoma Folded Belt,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,39.0000000000,2019,"350 - CARTER, OK (19) - Oil",Associated Gas Venting and Flaring,Table M.1,126.6400000000,9215838.3000000000,53234.1000000000,No
1667.8273497000,4234.6933981000,0E-10,1008577,Basin 395 North Dakota - OSP,9.0760546000,0.0057029000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,8.0000000000,,2018,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,33102000.0000000000,71085.1700000000,No
4.2533080000,3710.5963554000,,1007479,ConocoPhillips Permian (430),16.3938764000,0.0066665000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,8.0000000000,,2021,"430 - CULBERSON, TX (109) - Shale gas",Associated Gas Venting and Flaring,Table M.1,,0E-10,12691180.7100000000,No
1482924.0000000000,0E-10,2.0600000000,1009571,CR 345 Arkoma,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,19.0000000000,2016,"345 - COAL, OK (29) - Shale gas",Associated Gas Venting and Flaring,Table M.1,56.2800000000,0E-10,3.0000000000,No
14175.0000000000,53651.2000000000,0E-10,1009039,WPX Energy Permian LLC,219.4800000000,0.1000000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,92.0000000000,,2018,"430 - EDDY, NM (15) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,769041790.0000000000,1891678.0000000000,No
154.7254807000,18.0356891000,,1010222,GULF COAST BASIN,0.0907581000,0.0000346000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2020,"220 - FORT BEND, TX (157) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,1812.1126449000,No
2824.3200000000,,10.2000000000,1008331,Ovintiv USA Inc - Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,42.0000000000,2020,"430 - MARTIN, TX (317) - Oil",Associated Gas Venting and Flaring,Table M.1,716.1000000000,0E-10,18326.2500000000,No
2470.7221737000,20575.4843781000,0E-10,1011555,"Parsley Energy, Inc. 430 Permian Basin",76.5233553000,0.0345367000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,50.0000000000,,2018,"430 - MARTIN, TX (317) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,2866441972.0724206000,1969791.7165124000,No
16422.1680351000,415.2620800000,0E-10,1012780,Permian Basin Oil and Gas Production Facilities,1.4991076000,0.0006783000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,58.0000000000,,2018,"430 - CROCKETT, TX (105) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,635.1660357000,No
602.0000000000,846.9000000000,0E-10,1009830,Northwoods Energy (Basin 515) Powder River Basin,3.1200000000,0.0014000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2016,"515 - JOHNSON, WY (19) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,381323.0000000000,198740.0000000000,No
40.8800000000,1.5774851000,,1013845,Mewbourne Oil Company - Permian Basin 430,3.4217986000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,35.0000000000,,2023,"430 - LEA, NM (25) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,,0E-10,1154.8693110000,No
5216.3691840000,919.0655685000,,1011191,CRI 350 SOK Folded Belt,3.0337229000,0.0015015000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,16.0000000000,,2023,"350 - CARTER, OK (19) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,2315.7870108000,No
48701.1747350000,,0.4875049000,1008472,CRI 360 Anadarko,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,5.0000000000,2019,"360 - MAJOR, OK (93) - Shale gas",Associated Gas Venting and Flaring,Table M.1,39.7393199000,0E-10,270.5103863000,No
3072.7702714000,7.1206900000,,1009830,"Sage Butte PRB Operating, LLC (Basin 515) Powder River Basin",0.0301936000,0.0000125000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2019,"515 - CAMPBELL, WY (5) - Oil",Associated Gas Venting and Flaring,Table M.1,,46349000.0000000000,15116.7500000000,No
6136.6942457000,73.3000000000,0E-10,1009830,"Sage Butte PRB Operating, LLC (Basin 515) Powder River Basin",0.3000000000,0.0000100000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2018,"515 - CAMPBELL, WY (5) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,46480000.0000000000,16696.0000000000,No
117.3879564000,14.9352992000,0E-10,1010222,GULF COAST BASIN,0.0900000000,0.0000319000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,5.0000000000,,2018,"220 - WALLER, TX (473) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,2062.6947010000,No
16013.0051600000,9781.5300000000,0E-10,1012816,"ORX Resources, LLC - Gulf Coast Basin (220)",46.8208000000,0.0183893000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2016,"220 - LIVINGSTON, LA (63) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,9304.0000000000,No
470.0000000000,,0.1039927000,1010291,"Miller Energy Company II, LLC",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2020,"305 - SHIAWASSEE, MI (155) - Oil",Associated Gas Venting and Flaring,Table M.1,3.8709804000,0E-10,730.8000641000,No
1658.6633055000,501792.8535205000,,1013291,"Kraken Oil and Gas II, LLC",873.0259566000,0.8843753000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,197.0000000000,,2019,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,11949264000.0000000000,11574078.0000000000,No
27154.9000000000,,0.0012700000,1008700,COTERRA ENERGY - 430 - PERMIAN BASIN,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2020,"430 - EDDY, NM (15) - Shale gas",Associated Gas Venting and Flaring,Table M.1,0.2534200000,34448200.3300000000,1269.1967000000,No
5817.2050173000,0E-10,,1008639,Citation Oil & Gas Corp. 430 Permian Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2023,"430 - MIDLAND, TX (329) - Oil",Associated Gas Venting and Flaring,Table M.1,,54145090.0000000000,9307.7500000000,No
2113.4051484000,1311.0877800000,,1009261,Ovintiv USA Inc. 395.Williston Basin,3.3469700000,0.0018500000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2015,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,22578070.0000000000,24494.1500000000,No
0E-10,0E-10,,1011659,Endeavor Energy Resources LP 430 Permian Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,0E-10,,2021,"430 - WARD, TX (475) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,0E-10,No
1261.7904022000,5252.0400000000,0E-10,1008577,Basin 395 North Dakota - OSP,11.9300000000,0.0100000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,36.0000000000,,2016,"395 - DIVIDE, ND (23) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,,,Yes
504.0000000000,6536.3515096000,0E-10,1012873,"Lonestar Resources 220 Gulf Coast Basin (LA, TX)",18.0059430000,0.0098706000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,9.0000000000,,2018,"220 - WILSON, TX (493) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,116752.3800000000,No
2741.1080344000,8777.0800592000,0E-10,1011531,WildFire Energy Operating LLC,31.8471870000,0.0015429000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,135.0000000000,,2017,"220 - BRAZOS, TX (41) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,2139625140.0000002000,819211.5000000000,No
1000.5500000000,93504.1556285000,,1013367,RimRock Oil & Gas,558.3597371000,0.1668542000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,115.0000000000,,2018,"395 - DUNN, ND (25) - Oil",Associated Gas Venting and Flaring,Table M.1,,988308342.7173469000,2669355.2096240000,No
1562.3360340000,23.4923264000,0E-10,1011873,"Lime Rock Resources III-A, Williston Basin",0.0539753000,0.0000320000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,5.0000000000,,2017,"395 - BILLINGS, ND (7) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,42905000.0000000000,36436.3800000000,No
7219.3725777000,1942.9726340000,,1009106,Slawson Exploration - Williston Basin 395,4.3605426000,0.0024972000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,22.0000000000,,2023,"395 - WILLIAMS, ND (105) - Oil",Associated Gas Venting and Flaring,Table M.1,,749077000.0000000000,106563.0000000000,No
203110.0000000000,1.0379183000,0E-10,1010222,GULF COAST BASIN,0.0037283000,0.0000018000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2016,"220 - FORT BEND, TX (157) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0.0700113000,No
83612.2675258000,44.3135033000,,1008569,Citation Oil & Gas Corp. 350 South Oklahoma Folded Belt Province,0.4459797000,0.0000759000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,31.0000000000,,2019,"350 - CARTER, OK (19) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,,399675000.0000000000,4780.1000000000,No
2544.4627185000,28190.5935997000,,1009625,"Grayson Mill Operating, LLC",70.0247706000,0.0405288000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,173.0000000000,,2023,"395 - MOUNTRAIL, ND (61) - Oil",Associated Gas Venting and Flaring,Table M.1,,4670512750.0000000000,1996538.4690000000,No
635.3672000000,2463.3000000000,,1009390,XTO Energy Inc 430 Permian,6.5600000000,0.0050000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,313.0000000000,,2022,"430 - GAINES, TX (165) - Oil",Associated Gas Venting and Flaring,Table M.1,,401216881.1000000000,680637.2200000000,No
676.9886834000,37.4190523100,,1008490,Hess Corporation - 395 - Williston Basin,0.0943153920,0.0000515000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2020,"395 - WARD, ND (101) - Oil",Associated Gas Venting and Flaring,Table M.1,,2485000.0000000000,4286.6300000000,No
566.2251656000,357.4547170000,,1011185,Lime Rock Resources V-A Williston Basin 395,1.1924714000,0.0005702000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2018,"395 - ROOSEVELT, MT (85) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,8154.0000000000,No
12324.8846400000,5.1500000000,0E-10,1010222,GULF COAST BASIN,0.0300000000,0.0000052000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,3.0000000000,,2016,"220 - ASSUMPTION, LA (7) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,7.2400000000,No
681.0564742000,5564.3716787000,,1010190,"Williston Basin (Petro-Hunt, LLC)",17.5133508000,0.0089202000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,9.0000000000,,2023,"395 - RICHLAND, MT (83) - Oil",Associated Gas Venting and Flaring,Table M.1,,38033000.0000000000,161897.0000000000,No
12509.7525031000,0E-10,1.3647499000,1010367,Halcon Resources Corporation 220 Gulf Coast Basin,0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,4.0000000000,2016,"220 - WASHINGTON, TX (477) - Oil",Associated Gas Venting and Flaring,Table M.1,8.7557923000,45554000.0000000000,3691.3600000000,No
4520.1332546000,2634.6892020000,,1009238,220 Gulf Coast Basin DEC,11.8745310000,0.0048578000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,4.0000000000,,2020,"220 - DE WITT, TX (123) - Oil",Associated Gas Venting and Flaring,Table M.1,,24830.0000000000,7258.5570000000,No
2853.4044613000,5724.9516690000,,1014388,Foundation Energy Management 395 Williston Basin,14.9636386000,0.0099615000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,28.0000000000,,2023,"395 - BILLINGS, ND (7) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,32885.5263564000,No
5260.5538457000,6281.1173358000,,1013010,Verdun Oil Company-Gulf Coast Basin-Onshore Production,24.6794343000,0.0110698000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,37.0000000000,,2023,"220 - LIVE OAK, TX (297) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,26883.2568689000,No
475.0000000000,0E-10,0.1771021000,1010291,"Miller Energy Company II, LLC",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,2.0000000000,2017,"305 - SHIAWASSEE, MI (155) - Oil",Associated Gas Venting and Flaring,Table M.1,6.3244977000,0E-10,1185.0000000000,No
4447.0157000000,89046.8000000000,,1009390,XTO Energy Inc 430 Permian,325.1800000000,0.1630000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,614.0000000000,,2021,"430 - EDDY, NM (15) - Oil",Associated Gas Venting and Flaring,Table M.1,,166188614923.4000000000,37639963.1800000000,No
0E-10,,0E-10,1008639,Citation Oil & Gas Corp. 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2020,"430 - UPTON, TX (461) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
5061.1672500000,43288.0978145000,,1013354,"Trinity Operating (USG), LLC - Gulf Coast Basin (220)",183.3968156000,0.0766512000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,75.0000000000,,2023,"220 - FRIO, TX (163) - Oil",Associated Gas Venting and Flaring,Table M.1,,7597812815.4594960000,1623829.0132843000,No
6228.6000000000,371.9000000000,,1008286,355 Chautauqua Platform DEC,1.4000000000,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2015,"355 - NOBLE, OK (103) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,907.9000000000,No
68523.1000000000,,0E-10,1000435,Merit Energy Co. South Texas 220 Gulf Coast Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2019,"220 - DE WITT, TX (123) - Other tight reservoir rock",Associated Gas Venting and Flaring,Table M.1,0.0700000000,0E-10,471.6000000000,No
1921.6200000000,20518.5000000000,0E-10,1010325,Oasis Petroleum,42.8300000000,0.0300000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,93.0000000000,,2016,"395 - BURKE, ND (13) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,1630115010.0000000000,1273773.1700000000,No
1374.8000000000,4535.3620400000,,1010325,Oasis Petroleum,44.6623300000,0.0070500000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,14.0000000000,,2022,"395 - RICHLAND, MT (83) - Oil",Associated Gas Venting and Flaring,Table M.1,,0E-10,43601.2440000000,No
1444.9678823000,14073.0581134000,,1011555,"Parsley Energy, Inc. 430 Permian Basin",46.4569700000,0.0224591000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,29.0000000000,,2020,"430 - HOWARD, TX (227) - Oil",Associated Gas Venting and Flaring,Table M.1,,2533885200.0000010000,2152826.5303594000,No
67.1287150000,,0.0447759000,1008569,Citation Oil & Gas Corp. 350 South Oklahoma Folded Belt Province,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2022,"350 - CARTER, OK (19) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,1.0706823000,0E-10,745.5800000000,No
657.6721500000,0.8000000000,0E-10,1008299,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",0E-10,0E-10,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,1.0000000000,,2017,"305 - MANISTEE, MI (101) - High permeability gas",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,15.8990000000,No
9897.5500000000,664.0660000000,0E-10,1008700,COTERRA ENERGY - 430 - PERMIAN BASIN,2.8450000000,0.0010000000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2018,"430 - WARD, TX (475) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,972.4130000000,No
0E-10,,0E-10,1011659,Endeavor Energy Resources LP 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,0E-10,2019,"430 - JONES, TX (253) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,0E-10,0E-10,No
2439.8335007000,6972.8356448000,,1009056,Vital Energy Production,26.1855391000,0.0115491000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,22.0000000000,,2022,"430 - GLASSCOCK, TX (173) - Oil",Associated Gas Venting and Flaring,Table M.1,,1021623902.6880145000,1031319.8403514000,No
2128.1600000000,9370.2462993000,,1013087,Texas American 220 Gulf Coast Basin,35.5852625000,0.0155999000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,111.0000000000,,2022,"220 - LA SALLE, TX (283) - Oil",Associated Gas Venting and Flaring,Table M.1,,2334811390.0000000000,1264493.0901300000,No
1749.2419260000,659542.5486902000,,1012940,Bruin E&P Operating LLC - Williston Basin Operations,1821.6691747000,1.1539292000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,111.0000000000,,2019,"395 - MC KENZIE, ND (53) - Oil",Associated Gas Venting and Flaring,Table M.1,,12945487469.0320720000,7541868.5392233000,No
993.4000000000,1111.3508645000,,1008490,Hess Corporation - 395 - Williston Basin,2.8022377000,0.0030611000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,2.0000000000,,2015,"395 - STARK, ND (89) - Oil",Associated Gas Venting and Flaring,Table M.1,,17268000.0000000000,29859.0000000000,No
4010.7863881000,,0.1769127000,1010294,Discovery Natural Resources LLC - 430 Permian Basin,,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,7.0000000000,2020,"430 - GLASSCOCK, TX (173) - Oil",Associated Gas Venting and Flaring,Table M.1,6.6486202000,0E-10,467.7803161000,No
31387.0000000000,1252.9854100000,,1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,5.7244100000,0.0023100000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,17.0000000000,,2020,"360 - CANADIAN, OK (17) - Shale gas",Associated Gas Venting and Flaring,Table M.1,,15500259160.0900000000,494437.2695000000,No
16.8917808000,,0.0118010000,1006884,"Southwest Royalties, Inc. - 430 Permian Basin",,,Onshore petroleum and natural gas production [98.230(a)(2)],Vented,,1.0000000000,2015,"430 - GLASSCOCK, TX (173) - Oil",Associated Gas Venting and Flaring,Table M.1,0.0194057000,2.5277948000,0E-10,No
1253.6449722000,1534.4415985000,0E-10,1009625,"Grayson Mill Operating, LLC",5.5989043000,0.0037865000,Onshore petroleum and natural gas production [98.230(a)(2)],Flared,14.0000000000,,2016,"395 - RICHLAND, MT (83) - Oil",Associated Gas Venting and Flaring,Table M.1,0E-10,175642890.0000000000,164339.3900000000,No
