ch4_emissions,co2_emissions,facility_id,facility_name,n2o_emissions,reporting_year,quantity_of_fuel_combusted,unit_of_measure,fuel_combusted_type,combustion_unit_type
1.79E+01,16831,1013089,LOLA Energy PetroCo,0.031,2017,247382.247,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.12,2974.4,1010222,GULF COAST BASIN,0.024,2015,36.29333508,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.61,14995.6,1014354,Olympus Energy Production - Basin 160A,0.122,2022,196.4070683,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.57E+00,38652.1,1008290,430 Permian Basin DEC,0.314,2017,506.2508976,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,43,1007475,ConocoPhillips Anadarko (360),0.00E+00,2018,0.562661459,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,44.7,1008976,"EOG Resources, Inc. 350 South Oklahoma folded belt",0.00E+00,2019,0.585387153,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.52,1008.7,1008934,East Texas Basin - AAPG Province 260,0.00E+00,2015,17410.56,1000SCF,field_process_gas,COMB_compressor-driver
5.87E+01,53018.8,1013244,"Citizen Energy III, LLC",0.095,2018,769004.6085,1000SCF,field_process_gas,COMB_compressor-driver
3.78E+01,3.03E+04,1008363,Riviera Resources 305 Michigan Basin Production Segment,0.066,2018,534499.62,1000SCF,field_process_gas,COMB_compressor-driver
1.9,1192.4,1008341,Samson Resources 230 Arkla Basin,0.003,2016,21404.5,1000SCF,field_process_gas,COMB_compressor-driver
1.17,28760.4,1009485,Chief Oil & Gas LLC (160A),0.233,2021,376.6923177,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.05,2782.1,1011100,"Cross Timbers Energy, LLC - San Juan Basin 580",0.005,2018,51104.38,1000SCF,field_process_gas,COMB_compressor-driver
0.82,958.3,1013948,Teal Natural Resources 220 Gulf Coast Basin,0.002,2020,12216.96,1000SCF,field_process_gas,COMB_compressor-driver
22.87,35282.2,1010325,Oasis Petroleum,0.05,2023,407584.7126,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
3.14E+00,77390,1013325,Magnolia O&G Corp 220 Gulf Coast Basin,0.624,2022,1013.624795,1000SCF,diesel,COMB_engine>1MMBTU/hr
4.73,2644.3,1010621,TGNR Gulf Coast LLC and TGNR East Texas LLC,0.007,2016,60141.77,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.00E+00,136.8,1009907,"Comstock Oil & Gas, LLC",0.00E+00,2023,2513.59,1000SCF,natural_gas_PQ,COMB_compressor-driver
1.33,763,1010621,TGNR East Texas Basin,0.002,2020,14470,1000SCF,field_process_gas,COMB_compressor-driver
4.93E+02,342900.2,1009076,580 San Juan Basin - Simcoe LLC,0.008,2015,5833442,1000SCF,field_process_gas,COMB_compressor-driver
1.46,36005,1008352,"EOG Resources, Inc. 360 Anadarko basin",0.292,2018,471.5791504,1000SCF,diesel,COMB_engine>1MMBTU/hr
5.19,4024,1012823,San Joaquin Production Facilities,0.007,2021,68131.32,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,9.1,1007475,ConocoPhillips Anadarko (360),0.00E+00,2020,0.118975694,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,7.3,1008577,Basin 395 North Dakota - OSP,0.00E+00,2019,0.111222222,1000SCF,gasoline,COMB_engine>1MMBTU/hr
0.00E+00,3.2,1008293,Marathon Oil EF - Gulf Coast Basin (AAPG Basin Number 220),0.00E+00,2020,5.783907137,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.06,3227.6,1009890,"Comstock Oil & Gas-LA, LLC",0.006,2019,59287.95,1000SCF,natural_gas_PQ,COMB_compressor-driver
479.16,478497.1,1007479,ConocoPhillips Permian (430),0.888,2021,6642446.712,1000SCF,field_process_gas,COMB_compressor-driver
1.6,85073.6,1009332,"Hilcorp Alaska, LLC 820 Kenai",0.16,2020,1562717.076,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.1,2108.1,1011498,Hibernia Resources IV Basin 430,0.02,2023,49.25765383,1000SCF,propane,COMB_engine>1MMBTU/hr
0.00E+00,0.2,1009718,"Fasken Oil and Ranch, Ltd. 430 Permian Basin",0.00E+00,2018,2937.41,1000SCF,field_process_gas,COMB_compressor-driver
13.48,8593.5,1009392,XTO Energy Inc 345 Arkoma,0.016,2022,155152.2726,1000SCF,field_process_gas,COMB_compressor-driver
0.2,10700,1009720,"SN Operating, LLC 220 Gulf Coast Basin (LA, TX)",0.02,2017,208394.2605,1000SCF,field_process_gas,COMB_compressor-driver
11.03,584643,1010932,E&B Natural Resources,1.1,2019,10474428.05,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.5,26334.1,1008524,"Chesapeake Exploration LLC, 160A - Appalachian Basin (Eastern Overthrust Area)",0.05,2015,483153.6071,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
12.05,15183.1,1012542,Jagged Peak Permian Basin (430) Operations,0.026,2018,188293.21,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,1.10E+01,1008170,Dominion Energy Wexpro - Central Western Overthrust (Prod),0.00E+00,2021,0.143973958,1000SCF,diesel,COMB_engine>1MMBTU/hr
4.15E+00,102348.1,1010943,Repsol Texas Onshore Properties - Eagle Ford,0.83,2023,1340.516472,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.50E-01,1.35E+04,1009837,"Bluefin Resources LLC 220 Gulf Coast Basin (LA, TX)",0.025,2018,247566.958,1000SCF,field_process_gas,COMB_compressor-driver
2.09E+01,2.64E+04,1009278,515 Powder River Basin DEC,0.039,2021,318623.0282,1000SCF,field_process_gas,COMB_compressor-driver
8.09,8631.2,1008202,Denver Basin - AAPG Province 540,0.00E+00,2015,121758.0796,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.00E+00,0.6,1011803,Apache Corporation + 430 + Permian Basin,0.00E+00,2016,0.013675521,1000SCF,propane,COMB_engine>1MMBTU/hr
0.01,348,1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",0.003,2023,4.558232901,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.02,432.5,1009511,"Alta Mesa Services, LP",0.001,2015,10512,1000SCF,field_process_gas,COMB_compressor-driver
0.52,12894.8,1011450,Jonah Energy LLC_AAPG 535_Green River Basin,0.105,2015,168.8910837,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.5,12337.5,1010718,Antero Resources - 160 - Appalachian Basin (Utica),0.1,2018,161.5920992,1000SCF,diesel,COMB_compressor-driver
0.00E+00,98,1013751,Basin 375 - BCE-Mach LLC,0.001,2020,1.283333334,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.15,8714.8,1003056,"Bridge Energy, LLC - Brea Stearns Facility",0.015,2017,151642.1,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,0.1,1014706,"R. Lacy Services, Ltd. 260 PROD",0.00E+00,2023,1.22,1000SCF,field_process_gas,COMB_compressor-driver
26.66,25708.5,1011275,Sabine Oil & Gas LLC 220 Gulf Coast Basin,0.046,2015,375229,1000SCF,field_process_gas,COMB_compressor-driver
1.56,38444.6,1008396,"EOG Resources, Inc. 515 Powder River basin",0.312,2020,503.5327866,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,178.9,1013983,Advance Energy Partners - Basin 430,0.00E+00,2022,2.723122379,1000SCF,gasoline,COMB_engine>1MMBTU/hr
0.9,23386.7,1008702,COTERRA ENERGY - 360 - ANADARKO BASIN,0.2,2016,306.3098768,1000SCF,diesel,COMB_engine>1MMBTU/hr
2.4,59056.2,1009056,Laredo Petroleum Basin 430,0.479,2015,773.4951987,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.25,13391.5,1009276,415 Strawn Basin BKV - Production,0.025,2020,245988.3041,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
15.14,13300.9,1008807,SandRidge 375 Sedgwick Basin,0.026,2015,207346.0081,1000SCF,field_process_gas,COMB_compressor-driver
0.09,1660.8,1009811,ARKLATX BUSINESS UNIT-BASIN 260 (East TX Only),0.019,2023,30200,1000SCF,field_process_gas,COMB_compressor-driver
1.26E+00,31150.8,1009691,430 Permian Basin QEP Energy Company,0.253,2015,408.0006755,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.4,83799.1,1008472,CRI 360 Anadarko,0.68,2020,1097.568561,1000SCF,diesel,COMB_engine>1MMBTU/hr
69.61,68046.2,1011803,Apache Corporation + 430 + Permian Basin,0.122,2016,988059.8828,1000SCF,field_process_gas,COMB_compressor-driver
0.07,3471.5,1009056,Vital Energy Production,0.007,2023,63768.33,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.18,4375.4,1012077,SandRidge 545 North Park Basin,0.035,2020,57.30791842,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.79,565.8,1009274,MERIT ENERGY CO LLC 360 ANADARKO BASIN,0.001,2016,9404,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1009143,XTO Energy Inc 360 Anadarko,0.00E+00,2018,0,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
3.47,3646,1014024,"TITUS OIL & GAS PRODUCTION, LLC",0.006,2020,48480,1000SCF,field_process_gas,COMB_compressor-driver
1.33,763,1010621,TGNR East Texas Basin,0.002,2020,14470,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,0.00E+00,1008353,"EOG Resources, Inc. 535 Green River basin",0.00E+00,2021,0.52,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
90.1,180152,1009197,Whiting Oil and Gas Corporation 395 Williston Basin,0.3,2017,1750832.096,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
1.00E-02,7.59E+02,1000355,#540 BONANZA CREEK ENERGY - DENVER BASIN,0.001,2015,13932.88,1000SCF,natural_gas_nonPQ,COMB_engine>1MMBTU/hr
0.08,1966.8,1008755,Foundation Energy Management 540 DJ Basin,0.015,2019,25.75147827,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.04,2729.8,1008503,Coterra Energy 160A Appalachian (EOA),0.004,2020,38.60921703,1000SCF,fuel_other,COMB_engine>1MMBTU/hr
0.00E+00,2.3,1010738,"Cat Canyon Resources, LLC 750 Santa Maria Basin",0.00E+00,2015,0.035024306,1000SCF,gasoline,COMB_engine>1MMBTU/hr
3.5,1918.7,1009660,"Enervest Operating, L.L.C. 345 Arkoma Basin",0.004,2016,36672.21,1000SCF,field_process_gas,COMB_compressor-driver
0.26,14016.2,1008051,"Range Resources - Appalachia, LLC - Basin 160A",0.026,2021,257464,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.02,1137.4,1009301,Seneca East Facilities,0.002,2018,21091.15,1000SCF,natural_gas_PQ,COMB_compressor-driver
2.27,2855.7,1011387,Crestone Peak - Denver Basin (Watkins),0.005,2018,37152.72,1000SCF,field_process_gas,COMB_compressor-driver
0.29,7223.8,1009278,515 Powder River Basin DEC,0.059,2020,94.61415107,1000SCF,diesel,COMB_engine>1MMBTU/hr
14.24,2122.8,1008942,Denbury Onshore LLC 210 Mid-Gulf Coast,0.005,2015,39358.11,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
0.02,397.4,1013870,Sheridan Production Company Basin 260,0.003,2020,5.20456903,1000SCF,diesel,COMB_engine>1MMBTU/hr
5.97,147086.6,1008526,"Chesapeake Operating LLC, 220 - Gulf Coast Basin",1.19,2018,1926.483144,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.25E+00,1591.4,1009126,Impact E&P Powder River Basin Operations,0.003,2020,19927.14,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,185.8,1008199,Grizzly Arkoma Basin,0.00E+00,2016,3406.55,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
1.28,1263.6,1008299,"LAMBDA ENERGY RESOURCES, LLC-Michigan Basin",0.002,2021,18000.82,1000SCF,field_process_gas,COMB_compressor-driver
0.09,4916.7,1009683,"Laredo Energy 220 Gulf Basin (LA, TX)",0.009,2023,90315.6,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.01,188,1009584,Sabine Oil & Gas Corporation - 260 - East Texas Basin,0.002,2016,2.513194445,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,3.00E+00,1009101,REM 305 Michigan Basin - PRODUCTION,0.00E+00,2017,0.045050347,1000SCF,gasoline,COMB_engine>1MMBTU/hr
0.57,40184.9,1011706,Gulfport Energy Appalachian Basin 160-A Eastern Overthrust Region,0.11,2020,526.3258804,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,0.00E+00,1011420,Riviera Resources 575 Uinta Basin Production Segment,0.00E+00,2016,0,1000SCF,diesel,COMB_boiler>5MMBTU/hr
0.00E+00,0.00E+00,1010396,Riviera Resources 260 East Texas Basin Production Segment,0.00E+00,2015,0,1000SCF,diesel,COMB_compressor-driver
0.32,7878.9,1008530,Tapstone 360 - Anadarko Basin,0.064,2019,103.1944662,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,155.5,1009253,"WPX Energy Williston, LLC - 395 Williston basin",0.00E+00,2021,2857.1,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
135.42,147526.6,1011761,"Extraction Oil & Gas, Inc.",0.244,2018,1972524.756,1000SCF,field_process_gas,COMB_compressor-driver
1.00E-02,313.2,1008642,Basin 430 Production,0.003,2019,0.731901042,1000SCF,propane,COMB_engine>1MMBTU/hr
0.01,431.3,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0.001,2019,7923.27,1000SCF,field_process_gas,COMB_compressor-driver
0.06,3176.8,1011998,"TGNR TVL LLC - Basin 230 (Houston, TX)",0.006,2017,58354,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.51,12473,1008352,"EOG Resources, Inc. 360 Anadarko basin",0.101,2017,163.3660207,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,202.3,1006750,TRC cYPRESS gROUP LLC,0.002,2022,2.648936355,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.56,13847.4,1008116,XTO Energy Inc 160A Appalachian E Overthrust,0.112,2015,181.3681154,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.75,829.5,1013606,Tall City Operations III LLC,0.001,2020,10775.61,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,2.9,1007485,"ConocoPhillips Gulf Coast Basin 220, Production",0.00E+00,2015,0.044248264,1000SCF,gasoline,COMB_engine>1MMBTU/hr
0.00E+00,842,1008506,Mid-Gulf Coast Basin Code 210,0.00E+00,2019,11.0674132,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.68,16867.5,1009728,Ridgemar (Eagle Ford) - Basin 220,0.137,2022,220.9246811,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.41,10110.8,1010294,Discovery Natural Resources LLC - 430 Permian Basin,0.082,2016,132.4273004,1000SCF,diesel,COMB_engine>1MMBTU/hr
7.53,11309.5,1014909,"DE IV Operating, LLC",0.016,2023,129526,1000SCF,field_process_gas,COMB_boiler>5MMBTU/hr
1.05,55214.6,1012873,"Lonestar Resources 220 Gulf Coast Basin (LA, TX)",0.105,2020,1014238.12,1000SCF,field_process_gas,COMB_compressor-driver
2.11,52074.5,1008616,XTO Energy Inc 350 South Oklahoma Folded Belt,0.422,2023,0.682051563,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.35,71462.2,1013367,RimRock Oil & Gas,0.135,2019,1312689.164,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
77.79,57906.3,1008289,420 Fort Worth Syncline BKV - Production,0.117,2020,947916.1793,1000SCF,field_process_gas,COMB_compressor-driver
0.71,37610.1,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.071,2022,690935.2156,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
505.4,358460.2,1009076,580 San Juan Basin - Simcoe LLC,0.557,2018,6064813,1000SCF,field_process_gas,COMB_compressor-driver
3.01E+00,2191.6,1008348,Trendwell Energy Corporation,0.003,2017,42028,1000SCF,field_process_gas,COMB_compressor-driver
1.27,67472.2,1008289,420 Fort Worth Syncline BKV - Production,0.127,2020,1239395.712,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.56,306.7,1008548,BOC 220 Gulf Coast Basin Onshore,0.001,2019,6300,1000SCF,natural_gas_PQ,COMB_compressor-driver
2.09,1160.6,1008170,Dominion Energy Wexpro - Central Western Overthrust (Prod),0.003,2018,25027.03,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.04,1074.2,1008977,"EOG Resources, Inc. 420 Fort Worth syncline",0.009,2015,14.06881037,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.21,11270.5,1009731,Verdad Resources LLC - DJ Basin,0.02,2016,206780.9,1000SCF,field_process_gas,COMB_compressor-driver
0.14,7684,1011804,CalNRG- Lynch Canyon Field,0.014,2021,140432,1000SCF,natural_gas_PQ,COMB_boiler>5MMBTU/hr
0.62,410.3,1009258,Caerus Oil and Gas Green River Basin (535) Operations,0.001,2015,7110,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
1.63E+00,39720.7,1008141,Oxy Permian Basin - 430,0.325,2016,521.5099314,1000SCF,diesel,COMB_boiler>5MMBTU/hr
2.99,3093.6,1014380,CRI 430 Permian,0.005,2022,42048,1000SCF,field_process_gas,COMB_compressor-driver
8.34,205563,1011913,SWN Production (Louisiana),1.668,2021,2692.385585,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.05,1211.5,1012100,SEP Williston Basin 395 Production,0.01,2021,15.86730044,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.44,84791,1008527,"Chesapeake Operating LLC, 230 - Arkla Basin",0.688,2018,1110.56024,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.30E-01,121.6,1013377,Lime Rock Resources Pecos Valley,0.00E+00,2022,1732,1000SCF,field_process_gas,COMB_compressor-driver
0.79,19410.1,1009169,345 Arkoma Basin - BP America Production Company,0.16,2017,254.2259272,1000SCF,diesel,COMB_engine>1MMBTU/hr
61.49,80399.7,1009185,"Fundare Resources Operating Company, LLC",0.12,2021,974717.4968,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.79,7920.3,1013771,"Zavanna, LLC Williston Basin (395) Operations",0.013,2019,74922.82,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,241.5,1009192,Whiting Oil and Gas Corporation 430 Permian Basin,0.00E+00,2017,3.163002258,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.00E+00,12.3,1009488,Rosewood 540 Denver Basin,0.00E+00,2015,0.160951389,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.3,15676.7,1008051,"Range Resources - Appalachia, LLC - Basin 160A",0.03,2023,287965.11,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.09,67.7,1013331,360 Anadarko Camino Production,0.00E+00,2023,1066,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.00E+00,12,1008474,"MMGK Arkoma, LLC - ARKOMA Basin",0.00E+00,2018,0.157815243,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.08,26729.9,1010222,GULF COAST BASIN,0.217,2016,350.0973439,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.97,51645.7,1013261,Javelin Energy Partners Management Strawn Basin,0.097,2018,948679.973,1000SCF,field_process_gas,COMB_compressor-driver
0.16,4038.5,1008134,Ovintiv USA Inc. 350.South Oklahoma Folded Belt,0.033,2020,52.89472224,1000SCF,diesel,COMB_engine>1MMBTU/hr
1.92,47427.7,1009890,"Comstock Oil & Gas-LA, LLC",0.385,2019,621.1898804,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.01,358.6,1009783,"White Oak Energy 220 Gulf Coast Basin (LA, TX)",0.003,2015,4.375097224,1000SCF,diesel,COMB_engine>1MMBTU/hr
3.60E-01,8789.8,1014085,Magnolia Oil and Gas - Gulf Coast OSP,0.071,2020,115.1260421,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.12,6392.6,1008456,"Approach Operating, LLC 430 Permian Basin",0.012,2015,117425.1116,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.00E+00,0.00E+00,1006564,Greylock Energy,0.00E+00,2021,0,1000SCF,gasoline,COMB_engine>1MMBTU/hr
1.50E-01,264.8,1009106,Slawson Exploration - Williston Basin 395,0.00E+00,2020,2852.4,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
112.85,79992.8,1014718,CHISHOLM OIL & GAS OPERATING,0.163,2023,1318203.693,1000SCF,field_process_gas,COMB_compressor-driver
0.85,736.6,1013706,"HRM Resources III, LLC",0.001,2020,10964.62,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
7.49,6858.3,1012129,Callon Permian Basin Operations,0.012,2022,98450.96,1000SCF,field_process_gas,COMB_compressor-driver
0.01,330.4,1011223,Petro Harvester Operating Company LLC - Gulf Coast Basin (Basin 220),0.001,2021,6068.77,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
0.42,8662.4,1009197,Whiting Oil and Gas Corporation 395 Williston Basin,0.085,2023,56018.8,1000SCF,propane,COMB_boiler>5MMBTU/hr
17.74,16271.9,1011276,Sabine Oil & Gas LLC 360 Anadarko Basin,0.03,2016,244377.72,1000SCF,field_process_gas,COMB_compressor-driver
0.03,144.4,1008071,Marathon Oil Cody - Big Horn Basin (AAPG Basin Number 520),0.001,2015,1.891579862,1000SCF,distillate_fueloil_other,COMB_engine>1MMBTU/hr
0.04,2094.9,1008294,507 Central Western Overthrust QEP Energy Company,0.004,2016,38481,1000SCF,natural_gas_nonPQ,COMB_compressor-driver
0.01,604.7,1013044,PetroBal Omega 1 L.L.C.,0.011,2017,11109,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
3.05E+00,2762.4,1012129,Callon Permian Basin Operations,0.005,2023,39880.81,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
2.32E+00,2488,1009240,Chevron MCA 430 Permian Basin,0.004,2020,31428,1000SCF,field_process_gas,COMB_compressor-driver
14.54,358550.4,1009240,Chevron MCA 430 Permian Basin,2.909,2019,4696.156631,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.06,34.7,1013706,"HRM Resources III, LLC",0.00E+00,2021,644.11,1000SCF,field_process_gas,COMB_compressor-driver
52.57,58493.9,1009056,Vital Energy Production,0.095,2016,768974.1362,1000SCF,field_process_gas,COMB_compressor-driver
6.27E+00,5177,1014704,"Tascosa Energy Partners, LLC - Basin 430",0.01,2022,82357.97,1000SCF,field_process_gas,COMB_compressor-driver
11.98,12409,1008206,Crestone Peak - Denver Basin,0.022,2017,169548.508,1000SCF,field_process_gas,COMB_compressor-driver
12.5,11217,1008632,"BPX Energy Permian Basin, AAPG Basin 430",0.02,2021,165399.47,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
1.67,1092.7,1007483,Contango Resources' Wind River (530),0.002,2019,19130.28,1000SCF,field_process_gas,COMB_compressor-driver
0.79,19514.8,1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),0.158,2015,255.5972223,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.81,20075.2,1009720,"SN Operating, LLC 220 Gulf Coast Basin (LA, TX)",0.163,2015,262.9374879,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.85,44974.9,1008783,CNX Gas Company LLC -160A Appalachian Basin Eastern Overthrust Area,0.085,2020,826143.9,1000SCF,natural_gas_PQ,COMB_engine>1MMBTU/hr
2.31E+02,20339,1011688,Equinor USA Onshore Properties - APB Basin 160A,0.041,2015,370578,1000SCF,field_process_gas,COMB_compressor-driver
0.89,22018.6,1010190,"Williston Basin (Petro-Hunt, LLC)",0.179,2016,288.3912211,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.45,11139,1009547,Revolution Operating Company Anadarko 360,0.09,2017,145.893825,1000SCF,diesel,COMB_engine>1MMBTU/hr
0.38,20388,1008401,"SWEPI LP (Shell), Appalachian Basin (Eastern Overthrust Area) 160A",0.038,2018,374.51,1000SCF,field_process_gas,COMB_compressor-driver
0.00E+00,72.8,1008092,EP Energy E&P 220 Gulf Coast Basin,0.00E+00,2020,1336.37,1000SCF,natural_gas_PQ,COMB_compressor-driver
3.00E-02,650.7,1009595,Enerplus Resources (USA) Corporation - Williston Basin,0.005,2021,9.260720489,1000SCF,LPG,COMB_engine>1MMBTU/hr
0.32,16717.1,1014693,"EAV Operator, LLC",0.032,2022,307075.9,1000SCF,natural_gas_PQ,COMB_compressor-driver
0.12,6535.7,1009848,GeoSouthern Energy Corporation,0.012,2017,260660.0391,1000SCF,field_process_gas,COMB_compressor-driver
2.41,2053.3,1008703,Key Production Co. 360 Anadarko,0.003,2017,29885.7,1000SCF,field_process_gas,COMB_compressor-driver
357.4,297419.6,1008806,SandRidge 360 Anadarko Basin,0.592,2015,4791485.927,1000SCF,field_process_gas,COMB_compressor-driver
0.01,174.9,1009353,Marathon Oil Anadarko Basin (AAPG 360),0.00E+00,2017,2.290594931,1000SCF,diesel,COMB_engine>1MMBTU/hr
7.56E+00,4537.9,1009624,SM Energy (Basin 220) South Texas,0.01,2020,83934.9,1000SCF,field_process_gas,COMB_engine>1MMBTU/hr
0.29,322.3,1013606,Tall City Operations III LLC,0.001,2021,4186.06,1000SCF,field_process_gas,COMB_compressor-driver
