facility_id,facility_name,industry_segment,reporting_year,small_ext_heat,small_in_theat,table_desc,table_num,total_number_of_units
1014503,Dominion Energy Ohio - Appalachian Basin Eastern Overthrust (Gath),Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1009400,"Goodrich Petroleum Co., 260, East Texas Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2015,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011995,Hilcorp Appalachian Basin (Eastern Overthrust Area),Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,39.0000000000
1008587,Valence Operating Co 260 East Texas Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,99.0000000000
1007828,Elk River Public Utility District,Natural gas distribution [98.230(a)(8)],2021,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012579,"Kinder Morgan, Inc. 420 Fort Worth Syncline",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011534,BBOG Gulf Coast Basin #220,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,63.0000000000
1006374,MidAmerican Energy Company Local Natural Gas Distribution Company - Illinois,Natural gas distribution [98.230(a)(8)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,14.0000000000
1012450,BASIN 305 G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,5.0000000000
1012598,OGRIS Operating LLC,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009860,Blackbeard Operating - 400 - Ouachita Folded Belt,Onshore petroleum and natural gas production [98.230(a)(2)],2017,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013936,"Zarvona Energy, LLC (220) Gulf Coast Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2023,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1014504,CrownQuest Operating - Basin 430,Onshore petroleum and natural gas production [98.230(a)(2)],2018,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,329.0000000000
1000054,City of Tallahassee Natural Gas Utility,Natural gas distribution [98.230(a)(8)],2015,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011450,Jonah Energy LLC_AAPG 535_Green River Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,778.0000000000
1004054,Elizabethtown Gas,Natural gas distribution [98.230(a)(8)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,19.0000000000
1012626,GATHERING/BOOSTING SAN JUAN BASIN 580,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,13.0000000000
1008481,"Repsol Oil & Gas USA, LLC Appalachian basin (Eastern Overthrust area) - 160A",Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,478.0000000000
1012623,EP Energy E&P 430 Permian Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,67.0000000000
1013390,Triad Hunter,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,108.0000000000
1004229,Florida City Gas,Natural gas distribution [98.230(a)(8)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1002986,"NorthWestern Energy, SD LDC",Natural gas distribution [98.230(a)(8)],2020,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013612,WTG North Permian Midstream LLC 430 Permian Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,23.0000000000
1013952,Collegiate Midstream LLC,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1009386,XTO Energy Inc 220 Gulf Coast,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,47.0000000000
1005481,LIBERTY UTILITIES - MASSACHUSETTS,Natural gas distribution [98.230(a)(8)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,4.0000000000
1012503,"MarkWest Oklahoma Gas Company, L.L.C. - 345 Arkoma Basin - GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,19.0000000000
1012390,Energy Transfer 430 - Permian Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,20.0000000000
1009624,SM Energy (Basin 220) South Texas,Onshore petroleum and natural gas production [98.230(a)(2)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1003056,"Bridge Energy, LLC - Brea Stearns Facility",Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,7.0000000000
1013815,430 Cotton Draw Midstream,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008544,Cimarex Energy Co. 430 Permian,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,467.0000000000
1006376,MidAmerican Energy Company Local Natural Gas Distribution Company - South Dakota,Natural gas distribution [98.230(a)(8)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,3.0000000000
1012764,Mountaineer Gas Company 160 Appalachian Basin GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008094,Samson Resources 580 San Juan Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,319.0000000000
1008700,COTERRA ENERGY - 430 - PERMIAN BASIN,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,327.0000000000
1013966,MERIT ENERGY CO. - EAST TEXAS BASIN G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011923,White Rock Oil & Gas LLC - 395 Williston,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,193.0000000000
1008275,XTO Energy Inc 395 Williston,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,542.0000000000
1009039,WPX Energy Permian LLC,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,369.0000000000
1012528,Scout Energy Anadarko Basin Production,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,322.0000000000
1013626,"Scala Energy, LLC - 430 (Permian Basin)",Onshore petroleum and natural gas production [98.230(a)(2)],2020,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1009625,"Grayson Mill Operating, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,18.0000000000
1012468,Enterprise Products Operating LLC 580 San Juan Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1010397,Riviera Resources 535 Green River Basin Production Segment,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1355.0000000000
1013301,"Kraken Oil and Gas, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2020,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,53.0000000000
1012355,Aera Energy Coastal G and B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,58.0000000000
1013845,Mewbourne Oil Company - Permian Basin 430,Onshore petroleum and natural gas production [98.230(a)(2)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008163,Berry Petroleum Company - San Joaquin Basin 745,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1012557,"Grayson Mill Operating, LLC - Midstream",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1006381,FLORIDA PUBLIC UTILITIES,Natural gas distribution [98.230(a)(8)],2015,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1010325,Oasis Petroleum,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8457.0000000000
1013038,Marathon Oil Permian (AAPG Basin Number 430),Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,377.0000000000
1012607,Colt - Bend Arch Basin 425,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008141,Oxy Permian Basin - 430,Onshore petroleum and natural gas production [98.230(a)(2)],2022,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012335,Ensign Gulf Coast Basin-Gathering & Boosting,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012453,Dugan Production Corp-San Juan Basin G&B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013378,Tall Oak 360 Anadarko GB,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1003285,Delmarva Power & Light - Gas Delivery,Natural gas distribution [98.230(a)(8)],2023,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1005728,Parallel Energy-360-Anadarko,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1011275,Sabine Oil & Gas LLC 220 Gulf Coast Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2015,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012734,Jay-Bee Oil & Gas Wellsites,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,41.0000000000
1011450,Jonah Energy LLC_AAPG 535_Green River Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1038.0000000000
1008502,"Nytis Exploration Company, LLC 160 Appalachian Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,15.0000000000
1009830,"Sage Butte PRB Operating, LLC (Basin 515) Powder River Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,152.0000000000
1012396,Energy Transfer 350 - South Oklahoma Folded Belt,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,21.0000000000
1013986,"Bayswater Operating, LLC (430) Permian Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,29.0000000000
1014648,NSR Denver Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,35.0000000000
1009859,Blackbeard Operating - 220 - Gulf Coast Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,17.0000000000
1002978,Arroyo Grande Production Facility,Onshore petroleum and natural gas production [98.230(a)(2)],2020,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013930,Blue Mountain Midstream - G&B - Basin 360,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1014369,"Ring Energy, Inc",Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,240.0000000000
1013614,"Citizen Energy III, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,449.0000000000
1010084,Rosetta Resources 220 Gulf Coast Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2019,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1013615,WEX Basin 355,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012783,"EOG Resources, Inc.395 Williston Basin Gathering & Boosting",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,69.0000000000
1012908,Ignacio Compressor Station,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1012500,430 Permian Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,143.0000000000
1011782,"Hilcorp Alaska, LLC 890 Arctic Slope Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,10.0000000000
1006687,Mountaineer Gas Company,Natural gas distribution [98.230(a)(8)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,30.0000000000
1002986,"NorthWestern Energy, SD LDC",Natural gas distribution [98.230(a)(8)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,18.0000000000
1014371,"Kraken Operating, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,405.0000000000
1012522,360 Anadarko Basin,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,41.0000000000
1007530,Frontier Natural Gas,Natural gas distribution [98.230(a)(8)],2015,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012819,"LAMBDA ENERGY RESOURCES LLC, MICHIGAN BASIN G&B",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2023,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,32.0000000000
1004063,City of Charlottesville,Natural gas distribution [98.230(a)(8)],2015,,,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1008536,"TEP Barnett USA LLC, 415 - Strawn Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,46.0000000000
1012193,Williams G&B Facility  San Juan Basin 580,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,117.0000000000
1013085,"SN EF Maverick, LLC 220 Gulf Coast Basin GB",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,264.0000000000
1012208,DCP Midstream 355 Chautauqua Platform,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,6.0000000000
1014309,Basin 430 (Permian) - BG,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,2.0000000000
1009056,Vital Energy Production,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,753.0000000000
1011185,Lime Rock Resources V-A Williston Basin 395,Onshore petroleum and natural gas production [98.230(a)(2)],2019,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,83.0000000000
1012909,"Pinedale Energy Partners Operating, LLC 535 Green River Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1178.0000000000
1010932,E&B Natural Resources,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,22.0000000000
1008078,XTO Energy Inc 507 Central Western Overthrust,Onshore petroleum and natural gas production [98.230(a)(2)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,199.0000000000
1004651,Signal Hill Petroleum West Unit,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,31.0000000000
1013100,"Trinity Operating USG, LLC - Arkoma (Basin 345)",Onshore petroleum and natural gas production [98.230(a)(2)],2018,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1014326,DGOC 360 Anadarko Production,Onshore petroleum and natural gas production [98.230(a)(2)],2022,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1839.0000000000
1008093,Samson Exploration 220 Gulf Coast Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,8.0000000000
1009885,Primexx Operating Corp 430 Permian Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,91.0000000000
1008396,"EOG Resources, Inc. 515 Powder River basin",Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,461.0000000000
1008857,CRI 515 Powder River,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,172.0000000000
1008698,Cimarex Energy Co. of Colorado 360 Anadarko,Onshore petroleum and natural gas production [98.230(a)(2)],2015,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,193.0000000000
1009666,"Enervest Operating, L.L.C. 415 Strawn Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2015,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012700,Gulf Coast Basin 220,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2016,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012484,"MarkWest Energy East Texas Gas Company, L.L.C. - 260 East Texas Basin - G&B",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,27.0000000000
1007850,Washington Gas Light Company (VA),Natural gas distribution [98.230(a)(8)],2020,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,23.0000000000
1012021,Liberty Resources Managment LLC 395 Williston Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,77.0000000000
1009595,Enerplus Resources (USA) Corporation - Williston Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2016,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,383.0000000000
1010738,"Cat Canyon Resources, LLC 750 Santa Maria Basin",Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,9.0000000000
1012835,Ovintiv USA Inc. - Permian Gathering,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2020,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,148.0000000000
1009907,"Comstock Oil & Gas, LLC",Onshore petroleum and natural gas production [98.230(a)(2)],2019,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1011752,SK Plymouth LLC Anadarko Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2017,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,127.0000000000
1012796,"EOG Resources, Inc. 420 Fort Worth Syncline Basin Gathering & Boosting",Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2018,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,9.0000000000
1012357,Aera Energy San Joaquin G and B,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,224.0000000000
1013061,Paradigm Gathering and Boosting Basin 220,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2021,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,9.0000000000
1003066,National Fuel Gas Distribution Corporation,Natural gas distribution [98.230(a)(8)],2016,No,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,5.0000000000
1000435,Merit Energy Co. South Texas 220 Gulf Coast Basin,Onshore petroleum and natural gas production [98.230(a)(2)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,127.0000000000
1011318,Peak Powder River Resources,Onshore petroleum and natural gas production [98.230(a)(2)],2021,Yes,Yes,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,432.0000000000
1007319,"Memphis Light, Gas, and Water",Natural gas distribution [98.230(a)(8)],2023,Yes,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,1.0000000000
1014344,"Grit Oil & Gas Management, LLC - Basin 220",Onshore petroleum and natural gas production [98.230(a)(2)],2021,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
1012498,FL Rich Gas Services,Onshore petroleum and natural gas gathering and boosting [98.230(a)(9)],2019,No,No,External combustion units with a heat capacity equal to or less than 5 mmBtu/hr or Internal combustion units equal ,Table Z.1,
